Date,Close,High,Low,Open,Volume
01/03/10,51.121604919433594,51.17600590468279,50.74857129,50.74857129,184300
02/03/10,51.315914154052734,51.54906470886972,51.23819927886871,51.37808842590592,424600
03/03/10,51.38586426,51.68895643664851,51.26151570789762,51.471352403562676,189000
04/03/10,51.50242614746094,51.58014694452616,51.261508278498916,51.43248454521945,291500
05/03/10,52.33397674560547,52.33397674560547,51.74333913036164,51.83659458052482,430400
08/03/10,52.302886962890625,52.41168892306327,52.22516619482833,52.32620082160445,170300
09/03/10,52.427249908447266,52.660400444783754,52.12415777,52.12415777,725700
10/03/10,52.691471099853516,52.81581366555295,52.41946024943973,52.41946024943973,337700
11/03/10,52.89354705810547,52.90132032408204,52.36507762772713,52.53605390362375,227600
12/03/10,52.92464065551758,53.14224469531652,52.73812375,53.14224469531652,162500
15/03/10,52.870201110839844,52.92460208113914,52.497167580004955,52.83134666306095,182600
16/03/10,53.34431838989258,53.35986492673412,52.88579635059817,53.01791226741861,262700
17/03/10,53.65515899658203,53.83390258241631,53.468642145935554,53.468642145935554,229800
18/03/10,53.60074996948242,53.68623808181516,53.406459883137636,53.65515095648845,181700
19/03/10,53.27436065673828,53.74842908956042,53.056750711607265,53.27436065673828,513300
22/03/10,53.585201263427734,53.68623589894723,52.89352905850453,52.89352905850453,318400
23/03/10,54.012657165527344,54.05151756397087,53.51527489762479,53.678477898411785,249000
24/03/10,53.735008239746094,53.97677487249544,53.641418276994706,53.77399959494413,620200
25/03/10,53.555606842041016,54.30430838431057,53.532210848556176,54.14833112764435,2029300
26/03/10,53.610225677490234,53.92998695,53.34506302153613,53.672618990710205,1934200
29/03/10,53.87541580200195,54.00019652812677,53.74283442107051,53.82082311866805,1859400
30/03/10,53.91440963745117,54.132786330914065,53.703839549307574,53.98460363360337,584500
31/03/10,53.664817810058594,54.01577573084624,53.61022514906769,53.76620843058013,2003700
01/04/10,54.12495040893555,54.30432370970812,53.78179320724524,54.07035775868051,746000
05/04/10,54.67871856689453,54.68651922282453,54.19517905190478,54.30436443429648,697000
06/04/10,54.79568862915039,54.92046933686433,54.46033192382086,54.49932329178851,480700
07/04/10,54.49152374267578,54.826880418184004,54.25755176,54.73329043310445,576000
08/04/10,54.67871856689453,54.75670727572331,54.14058636070893,54.312165090226486,441300
09/04/10,54.99843978881836,55.03743709401221,54.67088384574212,54.78786981117031,461400
12/04/10,55.16221618652344,55.25580018597867,55.021834237188024,55.08422158677399,640700
