Date,Close,High,Low,Open,Volume
2010-09-22,40.81103515625,41.256013345104954,40.79514264504996,41.256013345104954,20100
2010-09-23,40.78718566894531,40.94610467089714,40.485234109102656,40.485234109102656,14000
2010-09-24,41.351356506347656,41.351356506347656,41.29573424875565,41.29573424875565,11100
2010-09-27,41.327510833740234,41.327510833740234,41.327510833740234,41.327510833740234,2000
2010-09-28,41.37518310546875,41.37518310546875,41.37518310546875,41.37518310546875,1000
2010-09-29,41.319576263427734,41.478498316831974,41.319576263427734,41.478498316831974,1400
2010-09-30,41.605613708496094,41.605613708496094,41.605613708496094,41.605613708496094,1000
2010-10-01,41.605613708496094,41.605613708496094,41.605613708496094,41.605613708496094,0
2010-10-04,41.057342529296875,41.057342529296875,41.017612785249156,41.017612785249156,2000
2010-10-05,41.93935775756836,41.93935775756836,41.915520516827165,41.915520516827165,6700
2010-10-06,41.93935775756836,41.93935775756836,41.93935775756836,41.93935775756836,0
2010-10-07,41.85990524291992,41.87579774979069,41.71687571226871,41.87579774979069,29000
2010-10-08,42.11417770385742,42.15390745394469,41.86784840341935,41.86784840341935,3500
2010-10-11,42.161842346191406,42.27308682493527,42.161842346191406,42.225409320680164,3700
2010-10-12,42.40817642211914,42.42406892649126,42.1062279326047,42.12211740579155,3600
2010-10-13,42.75780487060547,42.75780487060547,42.75780487060547,42.75780487060547,600
2010-10-14,42.43203353881836,42.71808963751842,42.43203353881836,42.710144897771116,2600
2010-10-15,42.67833709716797,42.67833709716797,42.67833709716797,42.67833709716797,1000
2010-10-18,42.67833709716797,42.67833709716797,42.67833709716797,42.67833709716797,0
2010-10-19,42.14595413208008,42.40022811827062,42.14595413208008,42.40022811827062,1000
2010-10-20,42.14595413208008,42.14595413208008,42.14595413208008,42.14595413208008,0
2010-10-21,42.654502868652344,42.654502868652344,42.47174362725267,42.654502868652344,1900
2010-10-22,42.75780487060547,42.78164211124469,42.75780487060547,42.78164211124469,1300
2010-10-25,43.15510559082031,43.15510559082031,43.15510559082031,43.15510559082031,5500
2010-10-26,42.91672134399414,42.996183860127346,42.68628762517048,42.68628762517048,42100
2010-10-27,42.79753494262695,42.79753494262695,42.43996117437845,42.6862904438797,12900
2010-10-28,42.853172302246094,43.155123927590644,42.73397999374037,43.11539113729785,13800
2010-10-29,42.93263244628906,42.94852495640058,42.73398061667464,42.81344316723223,3200
2010-11-01,42.68629837036133,43.02797969778107,42.68629837036133,42.98030217609954,2300
2010-11-02,43.2584114074707,43.2584114074707,43.24251890100296,43.24251890100296,500
2010-11-03,43.33786392211914,43.377593663511995,43.33786392211914,43.377593663511995,700
