,date,pcr
734,2009-10-05 00:00:00,0.56
735,2009-10-06 00:00:00,0.48
736,2009-10-07 00:00:00,0.51
737,2009-10-08 00:00:00,0.53
738,2009-10-09 00:00:00,0.55
739,2009-10-12 00:00:00,0.56
740,2009-10-13 00:00:00,0.56
741,2009-10-14 00:00:00,0.47
742,2009-10-15 00:00:00,0.46
743,2009-10-16 00:00:00,0.54
744,2009-10-19 00:00:00,0.61
745,2009-10-20 00:00:00,0.67
746,2009-10-21 00:00:00,0.55
747,2009-10-22 00:00:00,0.6
748,2009-10-23 00:00:00,0.64
749,2009-10-26 00:00:00,0.65
750,2009-10-27 00:00:00,0.62
751,2009-10-28 00:00:00,0.69
752,2009-10-29 00:00:00,0.53
753,2009-10-30 00:00:00,0.8
754,2009-11-02 00:00:00,0.79
755,2009-11-03 00:00:00,0.69
756,2009-11-04 00:00:00,0.57
757,2009-11-05 00:00:00,0.64
758,2009-11-06 00:00:00,0.64
759,2009-11-09 00:00:00,0.53
760,2009-11-10 00:00:00,0.57
761,2009-11-11 00:00:00,0.51
762,2009-11-12 00:00:00,0.58
763,2009-11-13 00:00:00,0.62
764,2009-11-16 00:00:00,0.56
765,2009-11-17 00:00:00,0.66
766,2009-11-18 00:00:00,0.59
767,2009-11-19 00:00:00,0.73
768,2009-11-20 00:00:00,0.66
769,2009-11-23 00:00:00,0.55
770,2009-11-24 00:00:00,0.64
771,2009-11-25 00:00:00,0.61
772,2009-11-27 00:00:00,0.77
773,2009-11-30 00:00:00,0.77
774,2009-12-01 00:00:00,0.56
775,2009-12-02 00:00:00,0.55
776,2009-12-03 00:00:00,0.61
777,2009-12-04 00:00:00,0.66
778,2009-12-07 00:00:00,0.65
779,2009-12-08 00:00:00,0.63
780,2009-12-09 00:00:00,0.56
781,2009-12-10 00:00:00,0.6
782,2009-12-11 00:00:00,0.6
783,2009-12-14 00:00:00,0.61
784,2009-12-15 00:00:00,0.58
785,2009-12-16 00:00:00,0.65
786,2009-12-17 00:00:00,0.67
787,2009-12-18 00:00:00,0.67
788,2009-12-21 00:00:00,0.5
789,2009-12-22 00:00:00,0.65
790,2009-12-23 00:00:00,0.59
791,2009-12-24 00:00:00,0.49
792,2009-12-28 00:00:00,0.53
793,2009-12-29 00:00:00,0.59
794,2009-12-30 00:00:00,0.59
795,2009-12-31 00:00:00,0.59
796,2010-01-04 00:00:00,0.48
797,2010-01-05 00:00:00,0.55
798,2010-01-06 00:00:00,0.5
799,2010-01-07 00:00:00,0.48
800,2010-01-08 00:00:00,0.46
801,2010-01-11 00:00:00,0.46
802,2010-01-12 00:00:00,0.58
803,2010-01-13 00:00:00,0.55
804,2010-01-14 00:00:00,0.53
805,2010-01-15 00:00:00,0.58
806,2010-01-19 00:00:00,0.56
807,2010-01-20 00:00:00,0.66
808,2010-01-21 00:00:00,0.7
809,2010-01-22 00:00:00,0.75
810,2010-01-25 00:00:00,0.64
811,2010-01-26 00:00:00,0.65
812,2010-01-27 00:00:00,0.67
813,2010-01-28 00:00:00,0.65
814,2010-01-29 00:00:00,0.73
815,2010-02-01 00:00:00,0.58
816,2010-02-02 00:00:00,0.58
817,2010-02-03 00:00:00,0.64
818,2010-02-04 00:00:00,0.78
819,2010-02-05 00:00:00,0.78
820,2010-02-08 00:00:00,0.7
821,2010-02-09 00:00:00,0.71
822,2010-02-10 00:00:00,0.63
823,2010-02-11 00:00:00,0.73
824,2010-02-12 00:00:00,0.61
825,2010-02-16 00:00:00,0.63
826,2010-02-17 00:00:00,0.61
827,2010-02-18 00:00:00,0.67
828,2010-02-19 00:00:00,0.66
829,2010-02-22 00:00:00,0.6
830,2010-02-23 00:00:00,0.78
831,2010-02-24 00:00:00,0.67
832,2010-02-25 00:00:00,0.81
833,2010-02-26 00:00:00,0.68
834,2010-03-01 00:00:00,0.58
835,2010-03-02 00:00:00,0.6
836,2010-03-03 00:00:00,0.65
837,2010-03-04 00:00:00,0.66
838,2010-03-05 00:00:00,0.52
839,2010-03-08 00:00:00,0.51
840,2010-03-09 00:00:00,0.46
841,2010-03-10 00:00:00,0.52
842,2010-03-11 00:00:00,0.53
843,2010-03-12 00:00:00,0.51
844,2010-03-15 00:00:00,0.56
845,2010-03-16 00:00:00,0.52
846,2010-03-17 00:00:00,0.49
847,2010-03-18 00:00:00,0.53
848,2010-03-19 00:00:00,0.6
849,2010-03-22 00:00:00,0.53
850,2010-03-23 00:00:00,0.58
851,2010-03-24 00:00:00,0.64
852,2010-03-25 00:00:00,0.49
853,2010-03-26 00:00:00,0.65
854,2010-03-29 00:00:00,0.64
855,2010-03-30 00:00:00,0.53
856,2010-03-31 00:00:00,0.51
857,2010-04-01 00:00:00,0.51
858,2010-04-05 00:00:00,0.43
859,2010-04-06 00:00:00,0.44
860,2010-04-07 00:00:00,0.57
861,2010-04-08 00:00:00,0.46
862,2010-04-09 00:00:00,0.48
863,2010-04-12 00:00:00,0.4
864,2010-04-13 00:00:00,0.48
865,2010-04-14 00:00:00,0.32
866,2010-04-15 00:00:00,0.36
867,2010-04-16 00:00:00,0.52
868,2010-04-19 00:00:00,0.5
869,2010-04-20 00:00:00,0.51
870,2010-04-21 00:00:00,0.52
871,2010-04-22 00:00:00,0.51
872,2010-04-23 00:00:00,0.48
873,2010-04-26 00:00:00,0.42
874,2010-04-27 00:00:00,0.57
875,2010-04-28 00:00:00,0.53
876,2010-04-29 00:00:00,0.49
877,2010-04-30 00:00:00,0.61
878,2010-05-03 00:00:00,0.53
879,2010-05-04 00:00:00,0.68
880,2010-05-05 00:00:00,0.7
881,2010-05-06 00:00:00,0.72
882,2010-05-07 00:00:00,0.8
883,2010-05-10 00:00:00,0.62
884,2010-05-11 00:00:00,0.69
885,2010-05-12 00:00:00,0.51
886,2010-05-13 00:00:00,0.56
887,2010-05-14 00:00:00,0.73
888,2010-05-17 00:00:00,0.7
889,2010-05-18 00:00:00,0.64
890,2010-05-19 00:00:00,0.82
891,2010-05-20 00:00:00,0.91
892,2010-05-21 00:00:00,0.87
893,2010-05-24 00:00:00,0.62
894,2010-05-25 00:00:00,0.66
895,2010-05-26 00:00:00,0.53
896,2010-05-27 00:00:00,0.5
897,2010-05-28 00:00:00,0.58
898,2010-06-01 00:00:00,0.61
899,2010-06-02 00:00:00,0.63
900,2010-06-03 00:00:00,0.59
901,2010-06-04 00:00:00,0.6
902,2010-06-07 00:00:00,0.6
903,2010-06-08 00:00:00,0.7
904,2010-06-09 00:00:00,0.74
905,2010-06-10 00:00:00,0.66
906,2010-06-11 00:00:00,0.7
907,2010-06-14 00:00:00,0.7
908,2010-06-15 00:00:00,0.56
909,2010-06-16 00:00:00,0.66
910,2010-06-17 00:00:00,0.71
911,2010-06-18 00:00:00,0.62
912,2010-06-21 00:00:00,0.54
913,2010-06-22 00:00:00,0.63
914,2010-06-23 00:00:00,0.71
915,2010-06-24 00:00:00,0.82
916,2010-06-25 00:00:00,0.63
917,2010-06-28 00:00:00,0.66
918,2010-06-29 00:00:00,0.8
919,2010-06-30 00:00:00,0.62
920,2010-07-01 00:00:00,0.75
921,2010-07-02 00:00:00,0.6
922,2010-07-06 00:00:00,0.61
923,2010-07-07 00:00:00,0.52
924,2010-07-08 00:00:00,0.56
925,2010-07-09 00:00:00,0.58
926,2010-07-12 00:00:00,0.61
927,2010-07-13 00:00:00,0.49
928,2010-07-14 00:00:00,0.56
929,2010-07-15 00:00:00,0.61
930,2010-07-16 00:00:00,0.74
931,2010-07-19 00:00:00,0.51
932,2010-07-20 00:00:00,0.51
933,2010-07-21 00:00:00,0.63
934,2010-07-22 00:00:00,0.52
935,2010-07-23 00:00:00,0.55
936,2010-07-26 00:00:00,0.53
937,2010-07-27 00:00:00,0.52
938,2010-07-28 00:00:00,0.7
939,2010-07-29 00:00:00,0.65
940,2010-07-30 00:00:00,0.61
941,2010-08-02 00:00:00,0.56
942,2010-08-03 00:00:00,0.6
943,2010-08-04 00:00:00,0.56
944,2010-08-05 00:00:00,0.61
945,2010-08-06 00:00:00,0.58
946,2010-08-09 00:00:00,0.56
947,2010-08-10 00:00:00,0.63
948,2010-08-11 00:00:00,0.75
949,2010-08-12 00:00:00,0.61
950,2010-08-13 00:00:00,0.66
951,2010-08-16 00:00:00,0.7
952,2010-08-17 00:00:00,0.62
953,2010-08-18 00:00:00,0.67
954,2010-08-19 00:00:00,0.71
955,2010-08-20 00:00:00,0.73
956,2010-08-23 00:00:00,0.4
957,2010-08-24 00:00:00,0.73
958,2010-08-25 00:00:00,0.61
959,2010-08-26 00:00:00,0.62
960,2010-08-27 00:00:00,0.56
961,2010-08-30 00:00:00,0.58
962,2010-08-31 00:00:00,0.74
963,2010-09-01 00:00:00,0.48
964,2010-09-02 00:00:00,0.55
965,2010-09-03 00:00:00,0.56
966,2010-09-07 00:00:00,0.61
967,2010-09-08 00:00:00,0.54
968,2010-09-09 00:00:00,0.6
969,2010-09-10 00:00:00,0.66
970,2010-09-13 00:00:00,0.52
971,2010-09-14 00:00:00,0.59
972,2010-09-15 00:00:00,0.56
973,2010-09-16 00:00:00,0.58
974,2010-09-17 00:00:00,0.59
975,2010-09-20 00:00:00,0.48
976,2010-09-21 00:00:00,0.6
977,2010-09-22 00:00:00,0.73
978,2010-09-23 00:00:00,0.63
979,2010-09-24 00:00:00,0.53
980,2010-09-27 00:00:00,0.57
981,2010-09-28 00:00:00,0.59
982,2010-09-29 00:00:00,0.54
983,2010-09-30 00:00:00,0.52
984,2010-10-01 00:00:00,0.54
985,2010-10-04 00:00:00,0.59
986,2010-10-05 00:00:00,0.54
987,2010-10-06 00:00:00,0.58
988,2010-10-07 00:00:00,0.66
989,2010-10-08 00:00:00,0.55
990,2010-10-11 00:00:00,0.57
991,2010-10-12 00:00:00,0.51
992,2010-10-13 00:00:00,0.45
993,2010-10-14 00:00:00,0.57
994,2010-10-15 00:00:00,0.56
995,2010-10-18 00:00:00,0.56
996,2010-10-19 00:00:00,0.74
997,2010-10-20 00:00:00,0.66
998,2010-10-21 00:00:00,0.72
999,2010-10-22 00:00:00,0.68
1000,2010-10-25 00:00:00,0.63
1001,2010-10-26 00:00:00,0.6
1002,2010-10-27 00:00:00,0.62
1003,2010-10-28 00:00:00,0.6
1004,2010-10-29 00:00:00,0.54
1005,2010-11-01 00:00:00,0.63
1006,2010-11-02 00:00:00,0.54
1007,2010-11-03 00:00:00,0.52
1008,2010-11-04 00:00:00,0.44
1009,2010-11-05 00:00:00,0.41
1010,2010-11-08 00:00:00,0.5
1011,2010-11-09 00:00:00,0.56
1012,2010-11-10 00:00:00,0.47
1013,2010-11-11 00:00:00,0.55
1014,2010-11-12 00:00:00,0.63
1015,2010-11-15 00:00:00,0.55
1016,2010-11-16 00:00:00,0.66
1017,2010-11-17 00:00:00,0.56
1018,2010-11-18 00:00:00,0.53
1019,2010-11-19 00:00:00,0.56
1020,2010-11-22 00:00:00,0.56
1021,2010-11-23 00:00:00,0.7
1022,2010-11-24 00:00:00,0.53
1023,2010-11-26 00:00:00,0.64
1024,2010-11-29 00:00:00,0.7
1025,2010-11-30 00:00:00,0.57
1026,2010-12-01 00:00:00,0.45
1027,2010-12-02 00:00:00,0.45
1028,2010-12-03 00:00:00,0.5
1029,2010-12-06 00:00:00,0.49
1030,2010-12-07 00:00:00,0.45
1031,2010-12-08 00:00:00,0.47
1032,2010-12-09 00:00:00,0.43
1033,2010-12-10 00:00:00,0.42
1034,2010-12-13 00:00:00,0.35
1035,2010-12-14 00:00:00,0.5
1036,2010-12-15 00:00:00,0.51
1037,2010-12-16 00:00:00,0.5
1038,2010-12-17 00:00:00,0.49
1039,2010-12-20 00:00:00,0.58
1040,2010-12-21 00:00:00,0.5
1041,2010-12-22 00:00:00,0.47
1042,2010-12-23 00:00:00,0.52
1043,2010-12-27 00:00:00,0.53
1044,2010-12-28 00:00:00,0.55
1045,2010-12-29 00:00:00,0.52
1046,2010-12-30 00:00:00,0.51
1047,2010-12-31 00:00:00,0.7
1048,2011-01-03 00:00:00,0.4
1049,2011-01-04 00:00:00,0.43
1050,2011-01-05 00:00:00,0.48
1051,2011-01-06 00:00:00,0.46
1052,2011-01-07 00:00:00,0.5
1053,2011-01-10 00:00:00,0.54
1054,2011-01-11 00:00:00,0.53
1055,2011-01-12 00:00:00,0.45
1056,2011-01-13 00:00:00,0.5
1057,2011-01-14 00:00:00,0.37
1058,2011-01-18 00:00:00,0.44
1059,2011-01-19 00:00:00,0.47
1060,2011-01-20 00:00:00,0.67
1061,2011-01-21 00:00:00,0.55
1062,2011-01-24 00:00:00,0.51
1063,2011-01-25 00:00:00,0.63
1064,2011-01-26 00:00:00,0.58
1065,2011-01-27 00:00:00,0.56
1066,2011-01-28 00:00:00,0.65
1067,2011-01-31 00:00:00,0.61
1068,2011-02-01 00:00:00,0.49
1069,2011-02-02 00:00:00,0.45
1070,2011-02-03 00:00:00,0.58
1071,2011-02-04 00:00:00,0.64
1072,2011-02-07 00:00:00,0.46
1073,2011-02-08 00:00:00,0.52
1074,2011-02-09 00:00:00,0.52
1075,2011-02-10 00:00:00,0.55
1076,2011-02-11 00:00:00,0.51
1077,2011-02-14 00:00:00,0.51
1078,2011-02-15 00:00:00,0.53
1079,2011-02-16 00:00:00,0.58
1080,2011-02-17 00:00:00,0.5
1081,2011-02-18 00:00:00,0.61
1082,2011-02-22 00:00:00,0.68
1083,2011-02-23 00:00:00,0.72
1084,2011-02-24 00:00:00,0.71
1085,2011-02-25 00:00:00,0.49
1086,2011-02-28 00:00:00,0.53
1087,2011-03-01 00:00:00,0.64
1088,2011-03-02 00:00:00,0.55
1089,2011-03-03 00:00:00,0.55
1090,2011-03-04 00:00:00,0.57
1091,2011-03-07 00:00:00,0.64
1092,2011-03-08 00:00:00,0.54
1093,2011-03-09 00:00:00,0.6
1094,2011-03-10 00:00:00,0.73
1095,2011-03-11 00:00:00,0.62
1096,2011-03-14 00:00:00,0.67
1097,2011-03-15 00:00:00,0.71
1098,2011-03-16 00:00:00,0.79
1099,2011-03-17 00:00:00,0.71
1100,2011-03-18 00:00:00,0.67
1101,2011-03-21 00:00:00,0.49
1102,2011-03-22 00:00:00,0.55
1103,2011-03-23 00:00:00,0.59
1104,2011-03-24 00:00:00,0.55
1105,2011-03-25 00:00:00,0.53
1106,2011-03-28 00:00:00,0.56
1107,2011-03-29 00:00:00,0.52
1108,2011-03-30 00:00:00,0.54
1109,2011-03-31 00:00:00,0.56
1110,2011-04-01 00:00:00,0.51
1111,2011-04-04 00:00:00,0.59
1112,2011-04-05 00:00:00,0.56
1113,2011-04-06 00:00:00,0.55
1114,2011-04-07 00:00:00,0.53
1115,2011-04-08 00:00:00,0.58
1116,2011-04-11 00:00:00,0.62
1117,2011-04-12 00:00:00,0.58
1118,2011-04-13 00:00:00,0.65
1119,2011-04-14 00:00:00,0.69
1120,2011-04-15 00:00:00,0.63
1121,2011-04-18 00:00:00,0.6
1122,2011-04-19 00:00:00,0.64
1123,2011-04-20 00:00:00,0.51
1124,2011-04-21 00:00:00,0.62
1125,2011-04-25 00:00:00,0.57
1126,2011-04-26 00:00:00,0.57
1127,2011-04-27 00:00:00,0.59
1128,2011-04-28 00:00:00,0.54
1129,2011-04-29 00:00:00,0.59
1130,2011-05-02 00:00:00,0.5
1131,2011-05-03 00:00:00,0.61
1132,2011-05-04 00:00:00,0.72
1133,2011-05-05 00:00:00,0.65
1134,2011-05-06 00:00:00,0.62
1135,2011-05-09 00:00:00,0.63
1136,2011-05-10 00:00:00,0.58
1137,2011-05-11 00:00:00,0.67
1138,2011-05-12 00:00:00,0.67
1139,2011-05-13 00:00:00,0.73
1140,2011-05-16 00:00:00,0.61
1141,2011-05-17 00:00:00,0.75
1142,2011-05-18 00:00:00,0.68
1143,2011-05-19 00:00:00,0.7
1144,2011-05-20 00:00:00,0.75
1145,2011-05-23 00:00:00,0.69
1146,2011-05-24 00:00:00,0.61
1147,2011-05-25 00:00:00,0.51
1148,2011-05-26 00:00:00,0.6
1149,2011-05-27 00:00:00,0.51
1150,2011-05-31 00:00:00,0.54
1151,2011-06-01 00:00:00,0.76
1152,2011-06-02 00:00:00,0.71
1153,2011-06-03 00:00:00,0.71
1154,2011-06-06 00:00:00,0.8
1155,2011-06-07 00:00:00,0.74
1156,2011-06-08 00:00:00,0.95
1157,2011-06-09 00:00:00,0.77
1158,2011-06-10 00:00:00,1.01
1159,2011-06-13 00:00:00,0.73
1160,2011-06-14 00:00:00,0.65
1161,2011-06-15 00:00:00,1.09
1162,2011-06-16 00:00:00,1.03
1163,2011-06-17 00:00:00,1.09
1164,2011-06-20 00:00:00,0.57
1165,2011-06-21 00:00:00,0.59
1166,2011-06-22 00:00:00,0.53
1167,2011-06-23 00:00:00,0.65
1168,2011-06-24 00:00:00,0.7
1169,2011-06-27 00:00:00,0.62
1170,2011-06-28 00:00:00,0.59
1171,2011-06-29 00:00:00,0.56
1172,2011-06-30 00:00:00,0.54
1173,2011-07-01 00:00:00,0.55
1174,2011-07-05 00:00:00,0.64
1175,2011-07-06 00:00:00,0.71
1176,2011-07-07 00:00:00,0.56
1177,2011-07-08 00:00:00,0.58
1178,2011-07-11 00:00:00,0.74
1179,2011-07-12 00:00:00,0.67
1180,2011-07-13 00:00:00,0.67
1181,2011-07-14 00:00:00,0.78
1182,2011-07-15 00:00:00,0.64
1183,2011-07-18 00:00:00,0.68
1184,2011-07-19 00:00:00,0.51
1185,2011-07-20 00:00:00,0.61
1186,2011-07-21 00:00:00,0.56
1187,2011-07-22 00:00:00,0.6
1188,2011-07-25 00:00:00,0.6
1189,2011-07-26 00:00:00,0.58
1190,2011-07-27 00:00:00,0.66
1191,2011-07-28 00:00:00,0.68
1192,2011-07-29 00:00:00,0.77
1193,2011-08-01 00:00:00,0.76
1194,2011-08-02 00:00:00,0.68
1195,2011-08-03 00:00:00,0.77
1196,2011-08-04 00:00:00,0.96
1197,2011-08-05 00:00:00,0.94
1198,2011-08-08 00:00:00,1.07
1199,2011-08-09 00:00:00,0.85
1200,2011-08-10 00:00:00,0.81
1201,2011-08-11 00:00:00,0.62
1202,2011-08-12 00:00:00,0.75
1203,2011-08-15 00:00:00,0.68
1204,2011-08-16 00:00:00,0.74
1205,2011-08-17 00:00:00,0.8
1206,2011-08-18 00:00:00,0.96
1207,2011-08-19 00:00:00,1.03
1208,2011-08-22 00:00:00,0.73
1209,2011-08-23 00:00:00,0.67
1210,2011-08-24 00:00:00,0.66
1211,2011-08-25 00:00:00,0.77
1212,2011-08-26 00:00:00,0.73
1213,2011-08-29 00:00:00,0.54
1214,2011-08-30 00:00:00,0.72
1215,2011-08-31 00:00:00,0.65
1216,2011-09-01 00:00:00,0.69
1217,2011-09-02 00:00:00,0.84
1218,2011-09-06 00:00:00,0.75
1219,2011-09-07 00:00:00,0.62
1220,2011-09-08 00:00:00,0.71
1221,2011-09-09 00:00:00,0.86
1222,2011-09-12 00:00:00,0.72
1223,2011-09-13 00:00:00,0.71
1224,2011-09-14 00:00:00,0.64
1225,2011-09-15 00:00:00,0.68
1226,2011-09-16 00:00:00,0.67
1227,2011-09-19 00:00:00,0.62
1228,2011-09-20 00:00:00,0.63
1229,2011-09-21 00:00:00,0.79
1230,2011-09-22 00:00:00,0.85
1231,2011-09-23 00:00:00,0.65
1232,2011-09-26 00:00:00,0.59
1233,2011-09-27 00:00:00,0.61
1234,2011-09-28 00:00:00,0.82
1235,2011-09-29 00:00:00,0.8
1236,2011-09-30 00:00:00,0.81
1237,2011-10-03 00:00:00,0.85
1238,2011-10-04 00:00:00,0.77
1239,2011-10-05 00:00:00,0.69
1240,2011-10-06 00:00:00,0.67
1241,2011-10-07 00:00:00,0.71
1242,2011-10-10 00:00:00,0.63
1243,2011-10-11 00:00:00,0.77
1244,2011-10-12 00:00:00,0.64
1245,2011-10-13 00:00:00,0.71
1246,2011-10-14 00:00:00,0.6
1247,2011-10-17 00:00:00,0.71
1248,2011-10-18 00:00:00,0.62
1249,2011-10-19 00:00:00,0.71
1250,2011-10-20 00:00:00,0.74
1251,2011-10-21 00:00:00,0.5
1252,2011-10-24 00:00:00,0.52
1253,2011-10-25 00:00:00,0.79
1254,2011-10-26 00:00:00,0.7
1255,2011-10-27 00:00:00,0.5
1256,2011-10-28 00:00:00,0.55
1257,2011-10-31 00:00:00,0.77
1258,2011-11-01 00:00:00,0.89
1259,2011-11-02 00:00:00,0.68
1260,2011-11-03 00:00:00,0.63
1261,2011-11-04 00:00:00,0.79
1262,2011-11-07 00:00:00,0.65
1263,2011-11-08 00:00:00,0.65
1264,2011-11-09 00:00:00,0.91
1265,2011-11-10 00:00:00,0.75
1266,2011-11-11 00:00:00,0.64
1267,2011-11-14 00:00:00,0.77
1268,2011-11-15 00:00:00,0.71
1269,2011-11-16 00:00:00,0.74
1270,2011-11-17 00:00:00,0.82
1271,2011-11-18 00:00:00,0.9
1272,2011-11-21 00:00:00,0.66
1273,2011-11-22 00:00:00,0.67
1274,2011-11-23 00:00:00,0.71
1275,2011-11-25 00:00:00,0.75
1276,2011-11-28 00:00:00,0.65
1277,2011-11-29 00:00:00,0.61
1278,2011-11-30 00:00:00,0.55
1279,2011-12-01 00:00:00,0.63
1280,2011-12-02 00:00:00,0.58
1281,2011-12-05 00:00:00,0.67
1282,2011-12-06 00:00:00,0.73
1283,2011-12-07 00:00:00,0.73
1284,2011-12-08 00:00:00,0.76
1285,2011-12-09 00:00:00,0.7
1286,2011-12-12 00:00:00,0.6
1287,2011-12-13 00:00:00,0.78
1288,2011-12-14 00:00:00,0.82
1289,2011-12-15 00:00:00,0.9
1290,2011-12-16 00:00:00,0.89
1291,2011-12-19 00:00:00,0.61
1292,2011-12-20 00:00:00,0.53
1293,2011-12-21 00:00:00,0.72
1294,2011-12-22 00:00:00,0.68
1295,2011-12-23 00:00:00,0.63
1296,2011-12-27 00:00:00,0.71
1297,2011-12-28 00:00:00,0.68
1298,2011-12-29 00:00:00,0.69
1299,2011-12-30 00:00:00,0.54
1300,2012-01-03 00:00:00,0.55
1301,2012-01-04 00:00:00,0.74
1302,2012-01-05 00:00:00,0.61
1303,2012-01-06 00:00:00,0.62
1304,2012-01-09 00:00:00,0.66
1305,2012-01-10 00:00:00,0.57
1306,2012-01-11 00:00:00,0.54
1307,2012-01-12 00:00:00,0.57
1308,2012-01-13 00:00:00,0.6
1309,2012-01-17 00:00:00,0.59
1310,2012-01-18 00:00:00,0.55
1311,2012-01-19 00:00:00,0.48
1312,2012-01-20 00:00:00,0.52
1313,2012-01-23 00:00:00,0.64
1314,2012-01-24 00:00:00,0.62
1315,2012-01-25 00:00:00,0.57
1316,2012-01-26 00:00:00,0.65
1317,2012-01-27 00:00:00,0.6
1318,2012-01-30 00:00:00,0.67
1319,2012-01-31 00:00:00,0.61
1320,2012-02-01 00:00:00,0.61
1321,2012-02-02 00:00:00,0.62
1322,2012-02-03 00:00:00,0.51
1323,2012-02-06 00:00:00,0.55
1324,2012-02-07 00:00:00,0.58
1325,2012-02-08 00:00:00,0.54
1326,2012-02-09 00:00:00,0.55
1327,2012-02-10 00:00:00,0.75
1328,2012-02-13 00:00:00,0.53
1329,2012-02-14 00:00:00,0.6
1330,2012-02-15 00:00:00,0.63
1331,2012-02-16 00:00:00,0.62
1332,2012-02-17 00:00:00,0.51
1333,2012-02-21 00:00:00,0.61
1334,2012-02-22 00:00:00,0.63
1335,2012-02-23 00:00:00,0.67
1336,2012-02-24 00:00:00,0.69
1337,2012-02-27 00:00:00,0.64
1338,2012-02-28 00:00:00,0.57
1339,2012-02-29 00:00:00,0.67
1340,2012-03-01 00:00:00,0.64
1341,2012-03-02 00:00:00,0.6
1342,2012-03-05 00:00:00,0.73
1343,2012-03-06 00:00:00,0.78
1344,2012-03-07 00:00:00,0.62
1345,2012-03-08 00:00:00,0.61
1346,2012-03-09 00:00:00,0.63
1347,2012-03-12 00:00:00,0.7
1348,2012-03-13 00:00:00,0.59
1349,2012-03-14 00:00:00,0.54
1350,2012-03-15 00:00:00,0.52
1351,2012-03-16 00:00:00,0.46
1352,2012-03-19 00:00:00,0.5
1353,2012-03-20 00:00:00,0.52
1354,2012-03-21 00:00:00,0.55
1355,2012-03-22 00:00:00,0.68
1356,2012-03-23 00:00:00,0.61
1357,2012-03-26 00:00:00,0.72
1358,2012-03-27 00:00:00,0.55
1359,2012-03-28 00:00:00,0.71
1360,2012-03-29 00:00:00,0.67
1361,2012-03-30 00:00:00,0.59
1362,2012-04-02 00:00:00,0.52
1363,2012-04-03 00:00:00,0.57
1364,2012-04-04 00:00:00,0.66
1365,2012-04-05 00:00:00,0.6
1366,2012-04-09 00:00:00,0.69
1367,2012-04-10 00:00:00,0.67
1368,2012-04-11 00:00:00,0.65
1369,2012-04-12 00:00:00,0.51
1370,2012-04-13 00:00:00,0.72
1371,2012-04-16 00:00:00,0.7
1372,2012-04-17 00:00:00,0.57
1373,2012-04-18 00:00:00,0.59
1374,2012-04-19 00:00:00,0.65
1375,2012-04-20 00:00:00,0.63
1376,2012-04-23 00:00:00,0.59
1377,2012-04-24 00:00:00,0.66
1378,2012-04-25 00:00:00,0.48
1379,2012-04-26 00:00:00,0.62
1380,2012-04-27 00:00:00,0.6
1381,2012-04-30 00:00:00,0.64
1382,2012-05-01 00:00:00,0.53
1383,2012-05-02 00:00:00,0.74
1384,2012-05-03 00:00:00,0.75
1385,2012-05-04 00:00:00,0.71
1386,2012-05-07 00:00:00,0.65
1387,2012-05-08 00:00:00,0.74
1388,2012-05-09 00:00:00,0.67
1389,2012-05-10 00:00:00,0.68
1390,2012-05-11 00:00:00,0.74
1391,2012-05-14 00:00:00,0.84
1392,2012-05-15 00:00:00,0.81
1393,2012-05-16 00:00:00,0.88
1394,2012-05-17 00:00:00,0.88
1395,2012-05-18 00:00:00,0.99
1396,2012-05-21 00:00:00,0.54
1397,2012-05-22 00:00:00,0.63
1398,2012-05-23 00:00:00,0.73
1399,2012-05-24 00:00:00,0.74
1400,2012-05-25 00:00:00,0.66
1401,2012-05-29 00:00:00,0.66
1402,2012-05-30 00:00:00,0.77
1403,2012-05-31 00:00:00,0.79
1404,2012-06-01 00:00:00,0.79
1405,2012-06-04 00:00:00,0.78
1406,2012-06-05 00:00:00,0.69
1407,2012-06-06 00:00:00,0.66
1408,2012-06-07 00:00:00,0.64
1409,2012-06-08 00:00:00,0.78
1410,2012-06-11 00:00:00,0.81
1411,2012-06-12 00:00:00,0.72
1412,2012-06-13 00:00:00,0.92
1413,2012-06-14 00:00:00,0.83
1414,2012-06-15 00:00:00,0.69
1415,2012-06-18 00:00:00,0.57
1416,2012-06-19 00:00:00,0.59
1417,2012-06-20 00:00:00,0.65
1418,2012-06-21 00:00:00,0.8
1419,2012-06-22 00:00:00,0.61
1420,2012-06-25 00:00:00,0.78
1421,2012-06-26 00:00:00,0.73
1422,2012-06-27 00:00:00,0.65
1423,2012-06-28 00:00:00,0.75
1424,2012-06-29 00:00:00,0.69
1425,2012-07-02 00:00:00,0.72
1426,2012-07-03 00:00:00,0.65
1427,2012-07-05 00:00:00,0.64
1428,2012-07-06 00:00:00,0.75
1429,2012-07-09 00:00:00,0.78
1430,2012-07-10 00:00:00,0.72
1431,2012-07-11 00:00:00,0.81
1432,2012-07-12 00:00:00,0.7
1433,2012-07-13 00:00:00,0.64
1434,2012-07-16 00:00:00,0.67
1435,2012-07-17 00:00:00,0.67
1436,2012-07-18 00:00:00,0.66
1437,2012-07-19 00:00:00,0.68
1438,2012-07-20 00:00:00,0.75
1439,2012-07-23 00:00:00,0.7
1440,2012-07-24 00:00:00,0.66
1441,2012-07-25 00:00:00,0.71
1442,2012-07-26 00:00:00,0.71
1443,2012-07-27 00:00:00,0.64
1444,2012-07-30 00:00:00,0.66
1445,2012-07-31 00:00:00,0.68
